# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Dec 21 02:22:32 2025
#
# User preference: *
#
# CONSTRAINT:  where (hostname like '%TOI-%%%%%'
# CONSTRAINT:  and sy_snum = 1
# CONSTRAINT:  and sy_pnum = 1
# CONSTRAINT:  and soltype like '%Published Confirmed%'
# CONSTRAINT:  and pl_controv_flag = 0)
# CONSTRAINT:  order by pl_name asc
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
#
pl_name,hostname,sy_snum,sy_pnum,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
TOI-1181 b,TOI-1181,1,1,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KAB_AACUTE_TH_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220501860K/abstract target=ref>Kab&aacute;th et al. 2022</a>,2.10319500000,0.00001200000,-0.00001100000,0,,,,,14.57167491,0.89671846,-0.89671846,0,1.30000000,0.08000000,-0.08000000,0,375.03752026,44.49597698,-44.49597698,0,1.18000000,0.14000000,-0.14000000,0,Mass,,,,,,,,,,,,,F9 IV,5990.00,95.00,-95.00,0,1.750000,0.090000,-0.090000,0,1.190000,0.180000,-0.180000,0,0.0500,0.1000,-0.1000,0,[Fe/H],3.900000,0.150000,-0.150000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h48m51.80s,297.2158166,+64d21m15.66s,64.3543506,302.81900000,3.54200000,-3.46200000,10.5820000,0.0060000,-0.0060000,9.2200000,0.0150000,-0.0150000,10.4776000,0.0003410,-0.0003410
TOI-1181 b,TOI-1181,1,1,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=SAUNDERS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168...81S/abstract target=ref>Saunders et al. 2024</a>,2.10318900000,0.00000300000,-0.00000500000,0,,,,,17.02644168,0.66132986,-0.66132986,0,1.51900000,0.05900000,-0.05900000,0,374.71969185,7.31005336,-7.31005336,0,1.17900000,0.02300000,-0.02300000,0,Mass,0.011000,0.007000,-0.008000,0,,,,,,,,,,6054.00,81.00,-81.00,0,1.961000,0.030000,-0.030000,0,1.467000,0.024000,-0.024000,0,0.3800,0.0600,-0.0600,0,[Fe/H],4.020000,0.020000,-0.020000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h48m51.80s,297.2158166,+64d21m15.66s,64.3543506,302.81900000,3.54200000,-3.46200000,10.5820000,0.0060000,-0.0060000,9.2200000,0.0150000,-0.0150000,10.4776000,0.0003410,-0.0003410
TOI-1181 b,TOI-1181,1,1,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,2.10319365000,0.00000041000,-0.00000041000,0,0.0364000000,0.0006000000,-0.0070000000,0,16.19663940,0.33215476,-0.33639711,0,1.44496987,0.02963291,-0.03001139,0,377.00000000,17.00000000,-17.00000000,0,1.18617465,0.05348798,-0.05348798,0,Mass,0.000000,,,0,,,,,1942.12,34.94,-34.15,0,,6046.00,88.00,-84.00,0,1.932200,0.039300,-0.039800,0,1.457700,0.024700,-0.025700,0,0.3950,0.0540,-0.0580,0,[Fe/H],4.028000,0.017000,-0.017000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h48m51.80s,297.2158166,+64d21m15.66s,64.3543506,302.81900000,3.54200000,-3.46200000,10.5820000,0.0060000,-0.0060000,9.2200000,0.0150000,-0.0150000,10.4776000,0.0003410,-0.0003410
TOI-1184 b,TOI-1184,1,1,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,5.74843200000,0.00000390000,-0.00000390000,0,0.0560000000,0.0010000000,-0.0010000000,0,2.40974309,0.10174918,-0.14440598,0,0.21498325,0.00907747,-0.01288306,0,6.80000000,2.30000000,-2.30000000,0,0.02139519,0.00723661,-0.00723661,0,Mass,0.000000,,,0,,,,,715.47,13.66,-14.10,0,,4617.00,47.00,-48.00,0,0.697200,0.021100,-0.021900,0,0.727100,0.023900,-0.025000,0,0.0170,0.0850,-0.0940,0,[Fe/H],4.612000,0.021000,-0.029000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h08m49.08s,272.2045196,+60d40m43.62s,60.6787845,58.59460000,0.07800000,-0.07780000,10.9880000,0.0150000,-0.0150000,8.3170000,0.0190000,-0.0190000,10.6220000,0.0004140,-0.0004140
TOI-1184 b,TOI-1184,1,1,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=CROSSFIELD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv241116836C/abstract target=ref>Crossfield et al. 2024</a>,5.74843380300,0.00000259200,-0.00000272600,0,0.0560270000,0.0021500000,-0.0023330000,0,2.39000000,0.25000000,-0.23400000,0,0.21322189,0.02230354,-0.02087612,0,,,,,,,,,,,,,,57.5400,14.0900,-11.7200,0,,,,,,4534.00,128.00,-128.00,0,0.690000,0.060000,-0.060000,0,0.710000,0.080000,-0.080000,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h08m49.08s,272.2045196,+60d40m43.62s,60.6787845,58.59460000,0.07800000,-0.07780000,10.9880000,0.0150000,-0.0150000,8.3170000,0.0190000,-0.0190000,10.6220000,0.0004140,-0.0004140
TOI-1194 b,TOI-1194,1,1,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=WANG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv231012458W/abstract target=ref>Wang et al. 2023</a>,2.31064400000,0.00000100000,-0.00000100000,0,0.0342800000,0.0005500000,-0.0005500000,0,8.59728820,0.50440413,-0.45956821,0,0.76700000,0.04500000,-0.04100000,0,144.92975359,17.48056238,-16.20924876,0,0.45600000,0.05500000,-0.05100000,0,Mass,0.076000,0.032000,-0.043000,0,,,,,1391.00,38.00,-37.00,0,,5446.00,51.00,-48.00,0,0.963000,0.056000,-0.051000,0,1.007000,0.050000,-0.048000,0,0.2900,0.0780,-0.0780,0,[Fe/H],4.473000,0.043000,-0.042000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h11m17.16s,167.8214811,+69d57m53.19s,69.9647749,149.66700000,0.65500000,-0.64900000,11.3020000,0.0100000,-0.0100000,9.3400000,0.0150000,-0.0150000,10.9887000,0.0004090,-0.0004090
TOI-1194 b,TOI-1194,1,1,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,2.31064460000,0.00000054000,-0.00000054000,0,0.0340000000,0.0006000000,-0.0006000000,0,8.71664516,0.15541841,-0.14858263,0,0.77764833,0.01386553,-0.01325568,0,120.00000000,5.60000000,-5.70000000,0,0.37756222,0.01761957,-0.01793421,0,Mass,0.000000,,,0,,,,,1264.29,19.45,-18.73,0,,5394.00,65.00,-63.00,0,0.960800,0.015800,-0.015000,0,0.983500,0.029800,-0.029000,0,0.3480,0.0560,-0.0580,0,[Fe/H],4.463000,0.022000,-0.022000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h11m17.16s,167.8214811,+69d57m53.19s,69.9647749,149.66700000,0.65500000,-0.64900000,11.3020000,0.0100000,-0.0100000,9.3400000,0.0150000,-0.0150000,10.9887000,0.0004090,-0.0004090
TOI-1199 b,TOI-1199,1,1,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=SERRANO_BELL_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240207861S/abstract target=ref>Serrano Bell et al. 2024</a>,3.67146300000,0.00000300000,-0.00000300000,0,0.0498800000,0.0009100000,-0.0009100000,0,10.51402390,0.28022452,-0.28022452,0,0.93800000,0.02500000,-0.02500000,0,75.96098927,6.35656814,-6.35656814,0,0.23900000,0.02000000,-0.02000000,0,Mass,0.030000,0.029000,-0.029000,0,,,,,1486.00,20.00,-20.00,0,,5710.00,40.00,-40.00,0,1.450000,0.030000,-0.030000,0,1.230000,0.070000,-0.070000,0,0.4400,0.0400,-0.0400,0,[Fe/H],4.190000,0.030000,-0.030000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h07m31.36s,166.8806581,+61d21m09.26s,61.3525723,248.42700000,1.79200000,-1.76700000,11.0930000,0.0070000,-0.0070000,9.4660000,0.0150000,-0.0150000,10.8853000,0.0003910,-0.0003910
TOI-122 b,TOI-122,1,1,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=WAALKES_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...13W/abstract target=ref>Waalkes et al. 2021</a>,5.07803000000,0.00001500000,-0.00001500000,0,0.0392000000,0.0007000000,-0.0007000000,0,2.72000000,0.18000000,-0.18000000,0,0.24266215,0.01605852,-0.01605852,0,,,,,,,,,,0.000000,,,0,8.8000,1.0000,-1.0000,0,471.00,,,0,M3 V,3403.00,100.00,-100.00,0,0.334000,0.010000,-0.010000,0,0.312000,0.007000,-0.007000,0,,,,,,4.880000,0.050000,-0.050000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h11m47.58s,332.9482355,-58d56m45.91s,-58.9460850,62.11800000,0.21650000,-0.21510000,15.5260000,0.0260000,-0.0260000,10.7710000,0.0210000,-0.0210000,14.3357000,0.0004420,-0.0004420
TOI-122 b,TOI-122,1,1,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=PATEL__AMP__ESPINOZA_2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..228P/abstract target=ref>Patel &amp; Espinoza 2022</a>,5.07802950000,0.00000780000,-0.00000810000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M3 V,3403.00,100.00,-100.00,0,0.334000,0.010000,-0.010000,0,0.312000,0.007000,-0.007000,0,,,,,,4.880000,0.050000,-0.050000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h11m47.58s,332.9482355,-58d56m45.91s,-58.9460850,62.11800000,0.21650000,-0.21510000,15.5260000,0.0260000,-0.0260000,10.7710000,0.0210000,-0.0210000,14.3357000,0.0004420,-0.0004420
TOI-1221 b,TOI-1221,1,1,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MANN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..217M/abstract target=ref>Mann et al. 2023</a>,91.68278000000,0.00032000000,-0.00041000000,0,0.3870000000,0.0260000000,-0.0230000000,0,2.91000000,0.13000000,-0.12000000,0,0.25961326,0.01159784,-0.01070570,0,1112.39942450,,,1,3.50000000,,,1,Mass,0.210000,,,1,6.0600,0.8500,-0.7700,0,440.00,60.00,-60.00,0,,5592.00,50.00,-50.00,0,1.031000,0.022000,-0.022000,0,0.930000,0.220000,-0.220000,0,0.0600,0.0800,-0.0800,0,[Fe/H],4.380000,0.100000,-0.100000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h11m41.05s,107.9210254,-65d30m31.88s,-65.5088568,138.41100000,0.38700000,-0.38600000,10.4940000,0.0060000,-0.0060000,9.0360000,0.0210000,-0.0210000,10.5262000,0.0002450,-0.0002450
TOI-1227 b,TOI-1227,1,1,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MANN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..156M/abstract target=ref>Mann et al. 2022</a>,27.36397000000,0.00011000000,-0.00011000000,0,0.0886000000,0.0054000000,-0.0057000000,0,9.57246952,0.75100171,-0.58286700,0,0.85400000,0.06700000,-0.05200000,0,,,,,,,,,,,,,,3.2100,0.3800,-0.3600,0,,,,,M4.5V-M5V,3072.00,74.00,-74.00,0,0.560000,0.030000,-0.030000,0,0.170000,0.015000,-0.015000,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h27m04.17s,186.7673635,-72d27m06.66s,-72.4518501,100.64100000,0.57300000,-0.56600000,16.9990000,1.1330000,-1.1330000,11.0340000,0.0210000,-0.0210000,15.2514000,0.0008480,-0.0008480
TOI-1231 b,TOI-1231,1,1,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BURT_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162...87B/abstract target=ref>Burt et al. 2021</a>,24.24558600000,0.00006400000,-0.00006600000,0,0.1288000000,0.0021000000,-0.0022000000,0,3.65000000,0.16000000,-0.15000000,0,0.32563175,0.01427427,-0.01338213,0,15.40000000,3.30000000,-3.30000000,0,0.04845382,0.01038296,-0.01038296,0,Mass,0.087000,0.120000,-0.061000,0,1.9300,0.1000,-0.1000,0,329.60,3.80,-3.70,0,M3 V,3553.00,51.00,-52.00,0,0.476000,0.015000,-0.014000,0,0.485000,0.024000,-0.024000,0,0.0410,0.0690,-0.0630,0,[Fe/H],4.767000,0.033000,-0.035000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h26m59.34s,156.7472600,-52d28m04.34s,-52.4678724,27.62270000,0.06090000,-0.06090000,12.3600000,0.2000000,-0.2000000,8.0690000,0.0260000,-0.0260000,11.3600000,0.0009220,-0.0009220
TOI-1235 b,TOI-1235,1,1,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BLUHM_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...639A.132B/abstract target=ref>Bluhm et al. 2020</a>,3.44471700000,0.00004000000,-0.00004200000,0,0.0382600000,0.0004800000,-0.0004900000,0,1.69400000,0.08000000,-0.07700000,0,0.15112882,0.00713713,-0.00686949,0,5.90000000,0.62000000,-0.61000000,0,0.01856348,0.00195074,-0.00191927,0,Mass,,,,,60.3000,1.6000,-1.5000,0,775.00,13.00,-13.00,0,M0.5 V,3997.00,51.00,-51.00,0,0.619000,0.019000,-0.019000,0,0.630000,0.024000,-0.024000,0,0.3300,0.1600,-0.1600,0,[Fe/H],4.640000,0.040000,-0.040000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h08m52.38s,152.2182549,+69d16m35.83s,69.2766204,39.63450000,0.04780000,-0.04780000,11.4950000,0.0560000,-0.0560000,7.8930000,0.0230000,-0.0230000,10.8492000,0.0005190,-0.0005190
TOI-1235 b,TOI-1235,1,1,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=CLOUTIER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160...22C/abstract target=ref>Cloutier et al. 2020</a>,3.44472900000,0.00003100000,-0.00002800000,0,0.0384500000,0.0003700000,-0.0004000000,0,1.73800000,0.08700000,-0.07600000,0,0.15505397,0.00776162,-0.00678027,0,6.91000000,0.75000000,-0.85000000,0,0.02174118,0.00235975,-0.00267439,0,Mass,0.150000,,,1,53.6000,5.3000,-4.7000,0,754.00,18.00,-18.00,0,,3872.00,70.00,-70.00,0,0.630000,0.015000,-0.015000,0,0.640000,0.016000,-0.016000,0,0.0500,0.0900,-0.0900,0,[Fe/H],4.646000,0.024000,-0.024000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h08m52.38s,152.2182549,+69d16m35.83s,69.2766204,39.63450000,0.04780000,-0.04780000,11.4950000,0.0560000,-0.0560000,7.8930000,0.0230000,-0.0230000,10.8492000,0.0005190,-0.0005190
TOI-1235 b,TOI-1235,1,1,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=PATEL__AMP__ESPINOZA_2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..228P/abstract target=ref>Patel &amp; Espinoza 2022</a>,3.44473000000,0.00002100000,-0.00002200000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3872.00,70.00,-70.00,0,0.630000,0.015000,-0.015000,0,0.640000,0.016000,-0.016000,0,0.0500,0.0900,-0.0900,0,[Fe/H],4.646000,0.024000,-0.024000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h08m52.38s,152.2182549,+69d16m35.83s,69.2766204,39.63450000,0.04780000,-0.04780000,11.4950000,0.0560000,-0.0560000,7.8930000,0.0230000,-0.0230000,10.8492000,0.0005190,-0.0005190
TOI-1235 b,TOI-1235,1,1,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LUQUE__AMP__PALL_EACUTE__2022 href=https://ui.adsabs.harvard.edu/abs/2022Sci...377.1211L/abstract target=ref>Luque &amp; Pall&eacute; 2022</a>,3.44471400000,0.00009000000,-0.00009000000,0,,,,,1.69000000,0.08000000,-0.08000000,0,0.15077196,0.00713713,-0.00713713,0,6.69000000,0.67000000,-0.69000000,0,0.02104909,0.00210806,-0.00217098,0,Mass,0.049000,0.072000,-0.035000,0,,,,,,,,,M0.5 V,3997.00,51.00,-51.00,0,0.619000,0.019000,-0.019000,0,0.630000,0.024000,-0.024000,0,0.3300,0.1600,-0.1600,0,[Fe/H],4.640000,0.040000,-0.040000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h08m52.38s,152.2182549,+69d16m35.83s,69.2766204,39.63450000,0.04780000,-0.04780000,11.4950000,0.0560000,-0.0560000,7.8930000,0.0230000,-0.0230000,10.8492000,0.0005190,-0.0005190
TOI-1244 b,TOI-1244,1,1,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=CROSSFIELD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv241116836C/abstract target=ref>Crossfield et al. 2024</a>,6.40031648300,0.00000593400,-0.00000589800,0,0.0606940000,0.0022470000,-0.0024300000,0,2.46700000,0.24000000,-0.21100000,0,0.22009138,0.02141140,-0.01882419,0,,,,,,,,,,,,,,56.6300,12.2900,-10.3600,0,,,,,,4599.00,123.00,-123.00,0,0.721000,0.053000,-0.053000,0,0.730000,0.090000,-0.090000,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h05m07.09s,256.2795590,+69d31m08.73s,69.5190930,102.55100000,0.24000000,-0.24000000,11.9290000,0.0800000,-0.0800000,9.4220000,0.0200000,-0.0200000,11.6765000,0.0002460,-0.0002460
TOI-1244 b,TOI-1244,1,1,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,6.40030000000,0.00001300000,-0.00001300000,0,0.0610000000,0.0010000000,-0.0010000000,0,2.37611439,0.13167318,-0.10581264,0,0.21198309,0.01174711,-0.00943999,0,6.60000000,3.80000000,-3.70000000,0,0.02076592,0.01195614,-0.01164150,0,Mass,0.000000,,,0,,,,,714.86,14.55,-14.29,0,,4722.00,55.00,-55.00,0,0.723100,0.022700,-0.022000,0,0.752800,0.024800,-0.026500,0,0.0340,0.0860,-0.0870,0,[Fe/H],4.595000,0.024000,-0.033000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h05m07.09s,256.2795590,+69d31m08.73s,69.5190930,102.55100000,0.24000000,-0.24000000,11.9290000,0.0800000,-0.0800000,9.4220000,0.0200000,-0.0200000,11.6765000,0.0002460,-0.0002460
